dato	aftenposten.no	dagsavisen.no	document.no	klassekampen.no	minervanett.no	morgenbladet.no	nyhetsspeilet.no	radikalportal.no	rights.no	steigan.no	utrop.no	vl.no
2016-12-24	15	213	287	1403	2861	1801	2378	4211	765	1656	3585	919
